id,text,title
doc_001,Have you identified internal issues that affect your ISMS?,Clause 4 – Context
doc_002,Have you identified external issues that affect your ISMS?,Clause 4 – Context
doc_003,Are relevant interested parties documented?,Clause 4 – Context
doc_004,Are the information security requirements of interested parties documented?,Clause 4 – Context
doc_005,Is the ISMS scope clearly defined?,Clause 4 – Context
doc_006,"Does the scope include all relevant assets, systems, and processes?",Clause 4 – Context
doc_007,Is the scope reviewed periodically?,Clause 4 – Context
doc_008,Are exclusions from the ISMS scope justified?,Clause 4 – Context
doc_009,Are dependencies with external parties documented?,Clause 4 – Context
doc_010,Are interfaces between different internal processes defined?,Clause 4 – Context
doc_011,Is top management committed to the ISMS?,Clause 5 – Leadership
doc_012,Is there a documented information security policy?,Clause 5 – Leadership
doc_013,Has the information security policy been communicated to all employees?,Clause 5 – Leadership
doc_014,Are roles and responsibilities for information security assigned?,Clause 5 – Leadership
doc_015,Is there a governance committee for information security?,Clause 5 – Leadership
doc_016,Does management participate in risk assessment reviews?,Clause 5 – Leadership
doc_017,Are ISMS objectives aligned to business goals?,Clause 5 – Leadership
doc_018,Are ISMS objectives measurable and monitored?,Clause 5 – Leadership
doc_019,Are responsibilities for incident reporting defined?,Clause 5 – Leadership
doc_020,Does leadership allocate adequate resources for the ISMS?,Clause 5 – Leadership
doc_021,Has the organization identified ISMS-related risks?,Clause 6 – Planning
doc_022,Is there a risk assessment methodology?,Clause 6 – Planning
doc_023,Is the risk assessment methodology documented?,Clause 6 – Planning
doc_024,Are risk owners assigned?,Clause 6 – Planning
doc_025,Are risk acceptance criteria defined?,Clause 6 – Planning
doc_026,Are threats and vulnerabilities documented?,Clause 6 – Planning
doc_027,Are risk treatments documented?,Clause 6 – Planning
doc_028,Is a risk register maintained?,Clause 6 – Planning
doc_029,Is the Statement of Applicability (SoA) up to date?,Clause 6 – Planning
doc_030,Are excluded Annex A controls justified in the SoA?,Clause 6 – Planning
doc_031,Are ISMS objectives regularly monitored?,Clause 6 – Planning
doc_032,Are plans established to achieve ISMS objectives?,Clause 6 – Planning
doc_033,Are changes affecting the ISMS planned and evaluated?,Clause 6 – Planning
doc_034,Are risk acceptance decisions documented?,Clause 6 – Planning
doc_035,Are resources required for the ISMS available?,Clause 7 – Support
doc_036,Are personnel competent for their security roles?,Clause 7 – Support
